place,code,type,geo_id,tot_hholds,tot_schoolage,tot_hholds_both,tot_schoolage_both,perc_hholds_both,perc_schoolage_both,tot_hholds_computer,tot_schoolage_computer,perc_hholds_computer,perc_schoolage_computer,tot_hholds_neither,tot_schoolage_neither,perc_hholds_neither,perc_schoolage_neither,cohort,subject,year,value
New York City,XN,city,9700000US3620580,8196532,1728837,7127142,1532833,87,88.7,552196,121208,6.7,7,503229,72013,6.1,4.2,2,reading,2019,254.413537475074
New York City,XN,city,9700000US3620580,8196532,1728837,7127142,1532833,87,88.7,552196,121208,6.7,7,503229,72013,6.1,4.2,2,reading,2022,255.161479920559
North Carolina,NC,state,0400000US37,10106940,2296570,8779433,2085010,86.9,90.8,710254,155280,7,6.8,597089,54408,5.9,2.4,1,mathematics,2019,241.408136375873
North Carolina,NC,state,0400000US37,10106940,2296570,8779433,2085010,86.9,90.8,710254,155280,7,6.8,597089,54408,5.9,2.4,1,mathematics,2022,235.957627640276
North Carolina,NC,state,0400000US37,10106940,2296570,8779433,2085010,86.9,90.8,710254,155280,7,6.8,597089,54408,5.9,2.4,2,mathematics,2019,283.658856062479
North Carolina,NC,state,0400000US37,10106940,2296570,8779433,2085010,86.9,90.8,710254,155280,7,6.8,597089,54408,5.9,2.4,2,mathematics,2022,273.7014173315
North Carolina,NC,state,0400000US37,10106940,2296570,8779433,2085010,86.9,90.8,710254,155280,7,6.8,597089,54408,5.9,2.4,1,reading,2019,221.280043715178
North Carolina,NC,state,0400000US37,10106940,2296570,8779433,2085010,86.9,90.8,710254,155280,7,6.8,597089,54408,5.9,2.4,1,reading,2022,216.130141000817
North Carolina,NC,state,0400000US37,10106940,2296570,8779433,2085010,86.9,90.8,710254,155280,7,6.8,597089,54408,5.9,2.4,2,reading,2019,262.530279226334
North Carolina,NC,state,0400000US37,10106940,2296570,8779433,2085010,86.9,90.8,710254,155280,7,6.8,597089,54408,5.9,2.4,2,reading,2022,256.156371582761
North Dakota,ND,state,0400000US38,734984,177561,639914,163319,87.1,92,55307,11882,7.5,6.7,38648,2349,5.3,1.3,1,mathematics,2019,242.928390806625
North Dakota,ND,state,0400000US38,734984,177561,639914,163319,87.1,92,55307,11882,7.5,6.7,38648,2349,5.3,1.3,1,mathematics,2022,240.081124069965
North Dakota,ND,state,0400000US38,734984,177561,639914,163319,87.1,92,55307,11882,7.5,6.7,38648,2349,5.3,1.3,2,mathematics,2019,285.564288588419
North Dakota,ND,state,0400000US38,734984,177561,639914,163319,87.1,92,55307,11882,7.5,6.7,38648,2349,5.3,1.3,2,mathematics,2022,278.398280639293
North Dakota,ND,state,0400000US38,734984,177561,639914,163319,87.1,92,55307,11882,7.5,6.7,38648,2349,5.3,1.3,1,reading,2019,221.177007147619
North Dakota,ND,state,0400000US38,734984,177561,639914,163319,87.1,92,55307,11882,7.5,6.7,38648,2349,5.3,1.3,1,reading,2022,217.53456368653
North Dakota,ND,state,0400000US38,734984,177561,639914,163319,87.1,92,55307,11882,7.5,6.7,38648,2349,5.3,1.3,2,reading,2019,263.232797461833
North Dakota,ND,state,0400000US38,734984,177561,639914,163319,87.1,92,55307,11882,7.5,6.7,38648,2349,5.3,1.3,2,reading,2022,258.083568067166
Ohio,OH,state,0400000US39,11361029,2588493,10036284,2396860,88.3,92.6,618135,118552,5.4,4.6,680503,71488,6,2.8,1,mathematics,2019,241.140473457804
Ohio,OH,state,0400000US39,11361029,2588493,10036284,2396860,88.3,92.6,618135,118552,5.4,4.6,680503,71488,6,2.8,1,mathematics,2022,237.758856634656
Ohio,OH,state,0400000US39,11361029,2588493,10036284,2396860,88.3,92.6,618135,118552,5.4,4.6,680503,71488,6,2.8,2,mathematics,2019,285.713236558856
Ohio,OH,state,0400000US39,11361029,2588493,10036284,2396860,88.3,92.6,618135,118552,5.4,4.6,680503,71488,6,2.8,2,mathematics,2022,276.057123181032
Ohio,OH,state,0400000US39,11361029,2588493,10036284,2396860,88.3,92.6,618135,118552,5.4,4.6,680503,71488,6,2.8,1,reading,2019,221.969268954792
Ohio,OH,state,0400000US39,11361029,2588493,10036284,2396860,88.3,92.6,618135,118552,5.4,4.6,680503,71488,6,2.8,1,reading,2022,218.56171629756
Ohio,OH,state,0400000US39,11361029,2588493,10036284,2396860,88.3,92.6,618135,118552,5.4,4.6,680503,71488,6,2.8,2,reading,2019,267.049051157634
Ohio,OH,state,0400000US39,11361029,2588493,10036284,2396860,88.3,92.6,618135,118552,5.4,4.6,680503,71488,6,2.8,2,reading,2022,261.99738322069
Oklahoma,OK,state,0400000US40,3839604,954070,3280307,855843,85.4,89.7,317578,71437,8.3,7.5,233541,25703,6.1,2.7,1,mathematics,2019,237.195424934057
Oklahoma,OK,state,0400000US40,3839604,954070,3280307,855843,85.4,89.7,317578,71437,8.3,7.5,233541,25703,6.1,2.7,1,mathematics,2022,229.48759926715
Oklahoma,OK,state,0400000US40,3839604,954070,3280307,855843,85.4,89.7,317578,71437,8.3,7.5,233541,25703,6.1,2.7,2,mathematics,2019,276.466247861619
Oklahoma,OK,state,0400000US40,3839604,954070,3280307,855843,85.4,89.7,317578,71437,8.3,7.5,233541,25703,6.1,2.7,2,mathematics,2022,263.899682323539
Oklahoma,OK,state,0400000US40,3839604,954070,3280307,855843,85.4,89.7,317578,71437,8.3,7.5,233541,25703,6.1,2.7,1,reading,2019,216.35068432151
Oklahoma,OK,state,0400000US40,3839604,954070,3280307,855843,85.4,89.7,317578,71437,8.3,7.5,233541,25703,6.1,2.7,1,reading,2022,208.10830835914
Oklahoma,OK,state,0400000US40,3839604,954070,3280307,855843,85.4,89.7,317578,71437,8.3,7.5,233541,25703,6.1,2.7,2,reading,2019,258.197131397005
Oklahoma,OK,state,0400000US40,3839604,954070,3280307,855843,85.4,89.7,317578,71437,8.3,7.5,233541,25703,6.1,2.7,2,reading,2022,251.295531201592
Oregon,OR,state,0400000US41,4087588,864225,3727114,816619,91.2,94.5,207412,37167,5.1,4.3,141436,9256,3.5,1.1,1,mathematics,2019,236.3490312284
Oregon,OR,state,0400000US41,4087588,864225,3727114,816619,91.2,94.5,207412,37167,5.1,4.3,141436,9256,3.5,1.1,1,mathematics,2022,228.191726191097
Oregon,OR,state,0400000US41,4087588,864225,3727114,816619,91.2,94.5,207412,37167,5.1,4.3,141436,9256,3.5,1.1,2,mathematics,2019,279.50040459144
Oregon,OR,state,0400000US41,4087588,864225,3727114,816619,91.2,94.5,207412,37167,5.1,4.3,141436,9256,3.5,1.1,2,mathematics,2022,270.277716552741
Oregon,OR,state,0400000US41,4087588,864225,3727114,816619,91.2,94.5,207412,37167,5.1,4.3,141436,9256,3.5,1.1,1,reading,2019,217.71771124627
Oregon,OR,state,0400000US41,4087588,864225,3727114,816619,91.2,94.5,207412,37167,5.1,4.3,141436,9256,3.5,1.1,1,reading,2022,210.314054419297
Oregon,OR,state,0400000US41,4087588,864225,3727114,816619,91.2,94.5,207412,37167,5.1,4.3,141436,9256,3.5,1.1,2,reading,2019,263.721671156725
Oregon,OR,state,0400000US41,4087588,864225,3727114,816619,91.2,94.5,207412,37167,5.1,4.3,141436,9256,3.5,1.1,2,reading,2022,257.051773431229
Pennsylvania,PA,state,0400000US42,12374980,2638596,10894191,2445258,88,92.7,612697,109365,5,4.1,829866,81522,6.7,3.1,1,mathematics,2019,243.936852140578
Pennsylvania,PA,state,0400000US42,12374980,2638596,10894191,2445258,88,92.7,612697,109365,5,4.1,829866,81522,6.7,3.1,1,mathematics,2022,237.53877160192
Pennsylvania,PA,state,0400000US42,12374980,2638596,10894191,2445258,88,92.7,612697,109365,5,4.1,829866,81522,6.7,3.1,2,mathematics,2019,285.023991890132
Pennsylvania,PA,state,0400000US42,12374980,2638596,10894191,2445258,88,92.7,612697,109365,5,4.1,829866,81522,6.7,3.1,2,mathematics,2022,274.274094979368
Pennsylvania,PA,state,0400000US42,12374980,2638596,10894191,2445258,88,92.7,612697,109365,5,4.1,829866,81522,6.7,3.1,1,reading,2019,223.213382797261
Pennsylvania,PA,state,0400000US42,12374980,2638596,10894191,2445258,88,92.7,612697,109365,5,4.1,829866,81522,6.7,3.1,1,reading,2022,218.894472303117
Pennsylvania,PA,state,0400000US42,12374980,2638596,10894191,2445258,88,92.7,612697,109365,5,4.1,829866,81522,6.7,3.1,2,reading,2019,264.180562730245
Pennsylvania,PA,state,0400000US42,12374980,2638596,10894191,2445258,88,92.7,612697,109365,5,4.1,829866,81522,6.7,3.1,2,reading,2022,259.099219218508
Philadelphia,XP,city,9700000US4218990,1534063,342681,1293739,304918,84.3,89,122221,25978,8,7.6,115712,11609,7.5,3.4,1,mathematics,2019,217.147790215384
Philadelphia,XP,city,9700000US4218990,1534063,342681,1293739,304918,84.3,89,122221,25978,8,7.6,115712,11609,7.5,3.4,1,mathematics,2022,209.031627046432
Philadelphia,XP,city,9700000US4218990,1534063,342681,1293739,304918,84.3,89,122221,25978,8,7.6,115712,11609,7.5,3.4,2,mathematics,2019,256.431075810537
Philadelphia,XP,city,9700000US4218990,1534063,342681,1293739,304918,84.3,89,122221,25978,8,7.6,115712,11609,7.5,3.4,2,mathematics,2022,252.347421186211
Philadelphia,XP,city,9700000US4218990,1534063,342681,1293739,304918,84.3,89,122221,25978,8,7.6,115712,11609,7.5,3.4,1,reading,2019,196.893123072935
Philadelphia,XP,city,9700000US4218990,1534063,342681,1293739,304918,84.3,89,122221,25978,8,7.6,115712,11609,7.5,3.4,1,reading,2022,194.8933350005
Philadelphia,XP,city,9700000US4218990,1534063,342681,1293739,304918,84.3,89,122221,25978,8,7.6,115712,11609,7.5,3.4,2,reading,2019,242.871797810864
Philadelphia,XP,city,9700000US4218990,1534063,342681,1293739,304918,84.3,89,122221,25978,8,7.6,115712,11609,7.5,3.4,2,reading,2022,241.793253581863
Rhode Island,RI,state,0400000US44,1016357,204828,918743,195173,90.4,95.3,41901,6658,4.1,3.3,54356,2997,5.3,1.5,1,mathematics,2019,239.344046162253
Rhode Island,RI,state,0400000US44,1016357,204828,918743,195173,90.4,95.3,41901,6658,4.1,3.3,54356,2997,5.3,1.5,1,mathematics,2022,234.129852061607
Rhode Island,RI,state,0400000US44,1016357,204828,918743,195173,90.4,95.3,41901,6658,4.1,3.3,54356,2997,5.3,1.5,2,mathematics,2019,275.672073085529
Rhode Island,RI,state,0400000US44,1016357,204828,918743,195173,90.4,95.3,41901,6658,4.1,3.3,54356,2997,5.3,1.5,2,mathematics,2022,270.298634314462
Rhode Island,RI,state,0400000US44,1016357,204828,918743,195173,90.4,95.3,41901,6658,4.1,3.3,54356,2997,5.3,1.5,1,reading,2019,220.193475524749
Rhode Island,RI,state,0400000US44,1016357,204828,918743,195173,90.4,95.3,41901,6658,4.1,3.3,54356,2997,5.3,1.5,1,reading,2022,217.261164309337
Rhode Island,RI,state,0400000US44,1016357,204828,918743,195173,90.4,95.3,41901,6658,4.1,3.3,54356,2997,5.3,1.5,2,reading,2019,262.146157582051
Rhode Island,RI,state,0400000US44,1016357,204828,918743,195173,90.4,95.3,41901,6658,4.1,3.3,54356,2997,5.3,1.5,2,reading,2022,259.392585006254
South Carolina,SC,state,0400000US45,4956293,1105415,4216666,991370,85.1,89.7,420152,88062,8.5,8,311238,25524,6.3,2.3,1,mathematics,2019,236.754522609384
South Carolina,SC,state,0400000US45,4956293,1105415,4216666,991370,85.1,89.7,420152,88062,8.5,8,311238,25524,6.3,2.3,1,mathematics,2022,234.223641874243
South Carolina,SC,state,0400000US45,4956293,1105415,4216666,991370,85.1,89.7,420152,88062,8.5,8,311238,25524,6.3,2.3,2,mathematics,2019,276.350019464145
South Carolina,SC,state,0400000US45,4956293,1105415,4216666,991370,85.1,89.7,420152,88062,8.5,8,311238,25524,6.3,2.3,2,mathematics,2022,269.021048643419
South Carolina,SC,state,0400000US45,4956293,1105415,4216666,991370,85.1,89.7,420152,88062,8.5,8,311238,25524,6.3,2.3,1,reading,2019,215.981732374201
South Carolina,SC,state,0400000US45,4956293,1105415,4216666,991370,85.1,89.7,420152,88062,8.5,8,311238,25524,6.3,2.3,1,reading,2022,216.388794375541
South Carolina,SC,state,0400000US45,4956293,1105415,4216666,991370,85.1,89.7,420152,88062,8.5,8,311238,25524,6.3,2.3,2,reading,2019,258.976515885229
South Carolina,SC,state,0400000US45,4956293,1105415,4216666,991370,85.1,89.7,420152,88062,8.5,8,311238,25524,6.3,2.3,2,reading,2022,253.86936782685
South Dakota,SD,state,0400000US46,845317,214342,731463,192679,86.5,89.9,54697,12423,6.5,5.8,57089,9032,6.8,4.2,1,mathematics,2019,241.296277726994
South Dakota,SD,state,0400000US46,845317,214342,731463,192679,86.5,89.9,54697,12423,6.5,5.8,57089,9032,6.8,4.2,1,mathematics,2022,239.006671594519
South Dakota,SD,state,0400000US46,845317,214342,731463,192679,86.5,89.9,54697,12423,6.5,5.8,57089,9032,6.8,4.2,2,mathematics,2019,287.087942904959
South Dakota,SD,state,0400000US46,845317,214342,731463,192679,86.5,89.9,54697,12423,6.5,5.8,57089,9032,6.8,4.2,2,mathematics,2022,281.437492016736
South Dakota,SD,state,0400000US46,845317,214342,731463,192679,86.5,89.9,54697,12423,6.5,5.8,57089,9032,6.8,4.2,1,reading,2019,222.004520540202
South Dakota,SD,state,0400000US46,845317,214342,731463,192679,86.5,89.9,54697,12423,6.5,5.8,57089,9032,6.8,4.2,1,reading,2022,218.067398995857
South Dakota,SD,state,0400000US46,845317,214342,731463,192679,86.5,89.9,54697,12423,6.5,5.8,57089,9032,6.8,4.2,2,reading,2019,262.770856466814
South Dakota,SD,state,0400000US46,845317,214342,731463,192679,86.5,89.9,54697,12423,6.5,5.8,57089,9032,6.8,4.2,2,reading,2022,261.839459552595
Tennessee,TN,state,0400000US47,6614088,1504817,5648128,1352457,85.4,89.9,482566,102428,7.3,6.8,472525,49075,7.1,3.3,1,mathematics,2019,239.698504109313
Tennessee,TN,state,0400000US47,6614088,1504817,5648128,1352457,85.4,89.9,482566,102428,7.3,6.8,472525,49075,7.1,3.3,1,mathematics,2022,236.354104669682
Tennessee,TN,state,0400000US47,6614088,1504817,5648128,1352457,85.4,89.9,482566,102428,7.3,6.8,472525,49075,7.1,3.3,2,mathematics,2019,280.079035689218
Tennessee,TN,state,0400000US47,6614088,1504817,5648128,1352457,85.4,89.9,482566,102428,7.3,6.8,472525,49075,7.1,3.3,2,mathematics,2022,271.975664197667
Tennessee,TN,state,0400000US47,6614088,1504817,5648128,1352457,85.4,89.9,482566,102428,7.3,6.8,472525,49075,7.1,3.3,1,reading,2019,219.061110000096
Tennessee,TN,state,0400000US47,6614088,1504817,5648128,1352457,85.4,89.9,482566,102428,7.3,6.8,472525,49075,7.1,3.3,1,reading,2022,214.000841671919
Tennessee,TN,state,0400000US47,6614088,1504817,5648128,1352457,85.4,89.9,482566,102428,7.3,6.8,472525,49075,7.1,3.3,2,reading,2019,262.462713482116
Tennessee,TN,state,0400000US47,6614088,1504817,5648128,1352457,85.4,89.9,482566,102428,7.3,6.8,472525,49075,7.1,3.3,2,reading,2022,257.559768339582
Texas,TX,state,0400000US48,28039855,7366500,24510533,6580473,87.4,89.3,2120647,560788,7.6,7.6,1371669,219950,4.9,3,1,mathematics,2019,243.616542643714
Texas,TX,state,0400000US48,28039855,7366500,24510533,6580473,87.4,89.3,2120647,560788,7.6,7.6,1371669,219950,4.9,3,1,mathematics,2022,238.575823946802
Texas,TX,state,0400000US48,28039855,7366500,24510533,6580473,87.4,89.3,2120647,560788,7.6,7.6,1371669,219950,4.9,3,2,mathematics,2019,279.651107847019
Texas,TX,state,0400000US48,28039855,7366500,24510533,6580473,87.4,89.3,2120647,560788,7.6,7.6,1371669,219950,4.9,3,2,mathematics,2022,272.668875879933
Texas,TX,state,0400000US48,28039855,7366500,24510533,6580473,87.4,89.3,2120647,560788,7.6,7.6,1371669,219950,4.9,3,1,reading,2019,216.044998438523
Texas,TX,state,0400000US48,28039855,7366500,24510533,6580473,87.4,89.3,2120647,560788,7.6,7.6,1371669,219950,4.9,3,1,reading,2022,214.198243688727
Texas,TX,state,0400000US48,28039855,7366500,24510533,6580473,87.4,89.3,2120647,560788,7.6,7.6,1371669,219950,4.9,3,2,reading,2019,255.742396588221
Texas,TX,state,0400000US48,28039855,7366500,24510533,6580473,87.4,89.3,2120647,560788,7.6,7.6,1371669,219950,4.9,3,2,reading,2022,255.173642493018
Utah,UT,state,0400000US49,3103352,924643,2860605,876453,92.2,94.8,174795,41194,5.6,4.5,62898,6566,2,0.7,1,mathematics,2019,243.78904583418
Utah,UT,state,0400000US49,3103352,924643,2860605,876453,92.2,94.8,174795,41194,5.6,4.5,62898,6566,2,0.7,1,mathematics,2022,239.614085877439
Utah,UT,state,0400000US49,3103352,924643,2860605,876453,92.2,94.8,174795,41194,5.6,4.5,62898,6566,2,0.7,2,mathematics,2019,284.930389419443
Utah,UT,state,0400000US49,3103352,924643,2860605,876453,92.2,94.8,174795,41194,5.6,4.5,62898,6566,2,0.7,2,mathematics,2022,282.211027508016
Utah,UT,state,0400000US49,3103352,924643,2860605,876453,92.2,94.8,174795,41194,5.6,4.5,62898,6566,2,0.7,1,reading,2019,225.148646813036
Utah,UT,state,0400000US49,3103352,924643,2860605,876453,92.2,94.8,174795,41194,5.6,4.5,62898,6566,2,0.7,1,reading,2022,221.085903820864
Utah,UT,state,0400000US49,3103352,924643,2860605,876453,92.2,94.8,174795,41194,5.6,4.5,62898,6566,2,0.7,2,reading,2019,267.417962093047
Utah,UT,state,0400000US49,3103352,924643,2860605,876453,92.2,94.8,174795,41194,5.6,4.5,62898,6566,2,0.7,2,reading,2022,265.218539076709
Vermont,VT,state,0400000US50,598864,115175,519714,105528,86.8,91.6,43694,7727,7.3,6.7,32257,1731,5.4,1.5,1,mathematics,2019,238.89989740832
Vermont,VT,state,0400000US50,598864,115175,519714,105528,86.8,91.6,43694,7727,7.3,6.7,32257,1731,5.4,1.5,1,mathematics,2022,234.294361311545
Vermont,VT,state,0400000US50,598864,115175,519714,105528,86.8,91.6,43694,7727,7.3,6.7,32257,1731,5.4,1.5,2,mathematics,2019,286.603416708406
Vermont,VT,state,0400000US50,598864,115175,519714,105528,86.8,91.6,43694,7727,7.3,6.7,32257,1731,5.4,1.5,2,mathematics,2022,276.46389349941
Vermont,VT,state,0400000US50,598864,115175,519714,105528,86.8,91.6,43694,7727,7.3,6.7,32257,1731,5.4,1.5,1,reading,2019,221.825911338781
Vermont,VT,state,0400000US50,598864,115175,519714,105528,86.8,91.6,43694,7727,7.3,6.7,32257,1731,5.4,1.5,1,reading,2022,216.982897590298
Vermont,VT,state,0400000US50,598864,115175,519714,105528,86.8,91.6,43694,7727,7.3,6.7,32257,1731,5.4,1.5,2,reading,2019,268.481107043375
Vermont,VT,state,0400000US50,598864,115175,519714,105528,86.8,91.6,43694,7727,7.3,6.7,32257,1731,5.4,1.5,2,reading,2022,263.779222922225
Virginia,VA,state,0400000US51,8264926,1864141,7389428,1737787,89.4,93.2,474517,98856,5.7,5.3,385278,26222,4.7,1.4,1,mathematics,2019,246.88947954089
Virginia,VA,state,0400000US51,8264926,1864141,7389428,1737787,89.4,93.2,474517,98856,5.7,5.3,385278,26222,4.7,1.4,1,mathematics,2022,236.356488308729
Virginia,VA,state,0400000US51,8264926,1864141,7389428,1737787,89.4,93.2,474517,98856,5.7,5.3,385278,26222,4.7,1.4,2,mathematics,2019,287.060200768469
Virginia,VA,state,0400000US51,8264926,1864141,7389428,1737787,89.4,93.2,474517,98856,5.7,5.3,385278,26222,4.7,1.4,2,mathematics,2022,279.171622575254
Virginia,VA,state,0400000US51,8264926,1864141,7389428,1737787,89.4,93.2,474517,98856,5.7,5.3,385278,26222,4.7,1.4,1,reading,2019,223.641834613407
Virginia,VA,state,0400000US51,8264926,1864141,7389428,1737787,89.4,93.2,474517,98856,5.7,5.3,385278,26222,4.7,1.4,1,reading,2022,214.035607766354
Virginia,VA,state,0400000US51,8264926,1864141,7389428,1737787,89.4,93.2,474517,98856,5.7,5.3,385278,26222,4.7,1.4,2,reading,2019,261.798121159611
Virginia,VA,state,0400000US51,8264926,1864141,7389428,1737787,89.4,93.2,474517,98856,5.7,5.3,385278,26222,4.7,1.4,2,reading,2022,259.551310888157
Washington,WA,state,0400000US53,7365480,1651013,6836341,1579929,92.8,95.7,297802,54715,4,3.3,217801,15613,3,0.9,1,mathematics,2019,239.510817473469
Washington,WA,state,0400000US53,7365480,1651013,6836341,1579929,92.8,95.7,297802,54715,4,3.3,217801,15613,3,0.9,1,mathematics,2022,234.932798634431
Washington,WA,state,0400000US53,7365480,1651013,6836341,1579929,92.8,95.7,297802,54715,4,3.3,217801,15613,3,0.9,2,mathematics,2019,285.807107019211
Washington,WA,state,0400000US53,7365480,1651013,6836341,1579929,92.8,95.7,297802,54715,4,3.3,217801,15613,3,0.9,2,mathematics,2022,276.080305359728
Washington,WA,state,0400000US53,7365480,1651013,6836341,1579929,92.8,95.7,297802,54715,4,3.3,217801,15613,3,0.9,1,reading,2019,219.692800380164
Washington,WA,state,0400000US53,7365480,1651013,6836341,1579929,92.8,95.7,297802,54715,4,3.3,217801,15613,3,0.9,1,reading,2022,216.690692889093
Washington,WA,state,0400000US53,7365480,1651013,6836341,1579929,92.8,95.7,297802,54715,4,3.3,217801,15613,3,0.9,2,reading,2019,266.277038164971
Washington,WA,state,0400000US53,7365480,1651013,6836341,1579929,92.8,95.7,297802,54715,4,3.3,217801,15613,3,0.9,2,reading,2022,261.539145444344
West Virginia,WV,state,0400000US54,1760220,363807,1473207,331628,83.7,91.2,127530,22765,7.2,6.3,154456,9067,8.8,2.5,1,mathematics,2019,231.496137336298
West Virginia,WV,state,0400000US54,1760220,363807,1473207,331628,83.7,91.2,127530,22765,7.2,6.3,154456,9067,8.8,2.5,1,mathematics,2022,225.967562111513
West Virginia,WV,state,0400000US54,1760220,363807,1473207,331628,83.7,91.2,127530,22765,7.2,6.3,154456,9067,8.8,2.5,2,mathematics,2019,272.349307597102
West Virginia,WV,state,0400000US54,1760220,363807,1473207,331628,83.7,91.2,127530,22765,7.2,6.3,154456,9067,8.8,2.5,2,mathematics,2022,260.387466246551
West Virginia,WV,state,0400000US54,1760220,363807,1473207,331628,83.7,91.2,127530,22765,7.2,6.3,154456,9067,8.8,2.5,1,reading,2019,213.184518276667
West Virginia,WV,state,0400000US54,1760220,363807,1473207,331628,83.7,91.2,127530,22765,7.2,6.3,154456,9067,8.8,2.5,1,reading,2022,205.310453431884
West Virginia,WV,state,0400000US54,1760220,363807,1473207,331628,83.7,91.2,127530,22765,7.2,6.3,154456,9067,8.8,2.5,2,reading,2019,255.624126301159
West Virginia,WV,state,0400000US54,1760220,363807,1473207,331628,83.7,91.2,127530,22765,7.2,6.3,154456,9067,8.8,2.5,2,reading,2022,249.404708818444
Wisconsin,WI,state,0400000US55,5662467,1272784,5026119,1188538,88.8,93.4,284620,50739,5,4,330685,32666,5.8,2.6,1,mathematics,2019,241.671245223046
Wisconsin,WI,state,0400000US55,5662467,1272784,5026119,1188538,88.8,93.4,284620,50739,5,4,330685,32666,5.8,2.6,1,mathematics,2022,240.257786107227
Wisconsin,WI,state,0400000US55,5662467,1272784,5026119,1188538,88.8,93.4,284620,50739,5,4,330685,32666,5.8,2.6,2,mathematics,2019,288.660002957986
Wisconsin,WI,state,0400000US55,5662467,1272784,5026119,1188538,88.8,93.4,284620,50739,5,4,330685,32666,5.8,2.6,2,mathematics,2022,281.139616394597
Wisconsin,WI,state,0400000US55,5662467,1272784,5026119,1188538,88.8,93.4,284620,50739,5,4,330685,32666,5.8,2.6,1,reading,2019,219.704274445441
Wisconsin,WI,state,0400000US55,5662467,1272784,5026119,1188538,88.8,93.4,284620,50739,5,4,330685,32666,5.8,2.6,1,reading,2022,217.373606249923
Wisconsin,WI,state,0400000US55,5662467,1272784,5026119,1188538,88.8,93.4,284620,50739,5,4,330685,32666,5.8,2.6,2,reading,2019,267.383822656073
Wisconsin,WI,state,0400000US55,5662467,1272784,5026119,1188538,88.8,93.4,284620,50739,5,4,330685,32666,5.8,2.6,2,reading,2022,262.229783504344
Wyoming,WY,state,0400000US56,567055,134238,505768,125653,89.2,93.6,35302,6202,6.2,4.6,24562,2315,4.3,1.7,1,mathematics,2019,245.843439854955
Wyoming,WY,state,0400000US56,567055,134238,505768,125653,89.2,93.6,35302,6202,6.2,4.6,24562,2315,4.3,1.7,1,mathematics,2022,243.145741572247
Wyoming,WY,state,0400000US56,567055,134238,505768,125653,89.2,93.6,35302,6202,6.2,4.6,24562,2315,4.3,1.7,2,mathematics,2019,286.313953952443
Wyoming,WY,state,0400000US56,567055,134238,505768,125653,89.2,93.6,35302,6202,6.2,4.6,24562,2315,4.3,1.7,2,mathematics,2022,280.926498009233
Wyoming,WY,state,0400000US56,567055,134238,505768,125653,89.2,93.6,35302,6202,6.2,4.6,24562,2315,4.3,1.7,1,reading,2019,226.690277671218
Wyoming,WY,state,0400000US56,567055,134238,505768,125653,89.2,93.6,35302,6202,6.2,4.6,24562,2315,4.3,1.7,1,reading,2022,224.7935690166
Wyoming,WY,state,0400000US56,567055,134238,505768,125653,89.2,93.6,35302,6202,6.2,4.6,24562,2315,4.3,1.7,2,reading,2019,264.64162610574
Wyoming,WY,state,0400000US56,567055,134238,505768,125653,89.2,93.6,35302,6202,6.2,4.6,24562,2315,4.3,1.7,2,reading,2022,260.767448966272
